level,dataset_dir,model,threshold,windows,sampling_frequency_hz,dice,iou_jaccard_artifact,iou_clean,miou_binary_clean_artifact,precision,recall_sensitivity,f1_score,accuracy,specificity,balanced_accuracy,negative_predictive_value,false_positive_rate,false_negative_rate,false_discovery_rate,matthews_corrcoef,cohen_kappa,artifact_prevalence,predicted_artifact_fraction,tp,fp,tn,fn,true_positive_samples,predicted_positive_samples,evaluated_channel_time_points,brier_score,binary_cross_entropy,auroc,average_precision_pr_auc,mean_predicted_probability,mean_probability_true_artifact,mean_probability_true_clean,hausdorff_boundary_samples,hausdorff_boundary_seconds,hausdorff_boundary_milliseconds,dice_strict_original,precision_strict_original,recall_strict_original,f1_strict_original,evaluation_note,interval_tolerance_seconds
saved_test_windows_overall,C:\Users\prana\OneDrive\Documents\DEEPLEARNING MODELS FOR REMOVING ARTIFACTS FROM EEG DATA\BFM2_ChannelTimeSegmentation_V2_WORKING\outputs_v2_channel_time\window_datasets\sub30_run06_channel_time_v2_test,C:\Users\prana\OneDrive\Documents\DEEPLEARNING MODELS FOR REMOVING ARTIFACTS FROM EEG DATA\BFM2_V6_FLOWMATCHING_STUDY_FULL_PIPELINE\LOCAL_SHORT_MODEL_PATHS\improved_m3_best.pt,0.35,226,250.0,0.5812946292356017,0.2761391597786459,0.9334908390003578,0.6048149993895019,0.4335932065421683,0.8816112126165977,0.5812946292356017,0.9351365531723412,0.9532120316818408,0.7520221215562135,0.9783173013209088,0.0467879683181592,0.4491677885694137,0.6436116227493139,0.4107389321954406,0.4000456472477047,0.0449214339283035,0.0694303584820758,824847,1489614,30347930,672609,1497456,2314461,33335000,0.0417015708199825,0.1467424685539911,0.9043688213174568,0.3682749027983312,0.0679227947501348,0.4511962926476798,0.0498958012399675,151626.0,606.504,606504.0,0.4327728017163018,0.356388377250686,0.5508322114305862,0.4327728017163018,Presentation copy: main Dice/Precision/Recall/F1 use final start-end interval-aware evaluation; strict original values retained in *_strict_original columns.,2.0
