run_name,checkpoint,train_flow_mse,train_flow_rmse,validation_flow_mse,validation_flow_rmse,test_flow_mse,test_flow_rmse,train_windows,validation_windows,test_windows,seed
FM2_physio_bci_eegmmidb_recovered_checkpoint_metrics,outputs_v6_flowmatching_study/flowmatching_runs/V6_CLEAN_02_physio_bci_eegmmidb_flowmatching_20ep/flowmatching_channel_time_best_validation_mse.pt,0.5200610951444391,0.7211526157093512,0.5203968488979852,0.7213853678152788,0.518942318133531,0.720376511369944,60496,11343,3781,42
