epoch,train_loss,validation_loss,validation_dice,validation_iou,validation_f1,validation_precision,validation_recall_sensitivity,validation_specificity,test_loss,test_dice,test_iou,test_f1,test_precision,test_recall_sensitivity,test_specificity,test_accuracy
12,0.9314517204571695,0.9538847430669938,0.3063577693780233,0.1808869452112775,0.3063577693780233,0.36212042786696497,0.2654771397784061,0.9784640367520682,1.0372132490166521,0.31265000477489713,0.18529054769884165,0.31265000477489713,0.3821430983089434,0.26454266435875246,0.9798825876769891,0.9477484925753712
13,0.9269767484079028,0.955376441393442,0.32794455045391774,0.19613258073644974,0.3279445504539177,0.32137623619485367,0.3347869540811307,0.9674436782780398,1.0456458076966548,0.32557682232673796,0.19444118229368496,0.32557682232673796,0.2827628397356678,0.3836693699180477,0.9542267142214236,0.9285964601769912
14,0.9211854601275157,0.9596075863047896,0.30606188139720375,0.18068067424425838,0.30606188139720375,0.31730583961899594,0.2955875270365265,0.9707122688437495,1.0355138947478437,0.3197394884070027,0.19029161621126758,0.3197394884070028,0.33653608445226685,0.30453983288991465,0.9717613268159127,0.9417887805609719
15,0.9177268085431398,0.9575977661445504,0.29724819584913925,0.17456930312716532,0.29724819584913925,0.32091099195328476,0.27683537370629246,0.9730216619062682,1.040548239661529,0.29889936939715217,0.1757093989737845,0.2988993693971522,0.3185228163855509,0.28155351476103474,0.9716674125365952,0.9406665066746662
16,0.9151765420169542,0.9402729148875889,0.32275912082090474,0.19243456609457024,0.32275912082090474,0.3689531670808487,0.28684523466462086,0.9774061890673417,1.0235659416797942,0.32594220722017253,0.1947018846218773,0.32594220722017253,0.34125768271772966,0.3119423876227415,0.9716781231617615,0.9420418479076046
17,0.9098369303277184,0.9482820782540579,0.30080698966188013,0.17702932382120792,0.30080698966188013,0.37180651267989856,0.25257559472884134,0.9803474312966687,1.0328960529470865,0.296385725518046,0.17397466665872643,0.29638572551804604,0.356502728341996,0.25361813635926533,0.9784682826037083,0.9459069746512674
18,0.9080344873750625,0.9370649521371861,0.32581535131809997,0.19461135996833873,0.32581535131809997,0.37335322835972456,0.28901588012361107,0.9776603634279164,1.0216518571946474,0.32948901217023246,0.19723845851399385,0.32948901217023246,0.3450927555896062,0.3152353057452105,0.9718619941286929,0.9423653817309134
19,0.9069283656137218,0.946393648486932,0.2902327241847435,0.16974984156621775,0.2902327241847435,0.3845640228851398,0.23306359230210774,0.9828232827564274,1.0237818022744845,0.2967547931734301,0.17422904933713793,0.2967547931734301,0.39212741472426427,0.23869883322114305,0.9825959565222745,0.9491790310484476
20,0.9025822736203728,0.9298304823176501,0.3355013244645581,0.20156298673931525,0.3355013244645581,0.3921707003134985,0.2931418034154205,0.9790764320107801,1.0127800191398215,0.35422302538859324,0.21523148692260125,0.35422302538859324,0.3627412965270098,0.3460956448803838,0.9714024109397383,0.9433127343632819
21,0.8996163440117373,0.9409562397427467,0.3216268283179967,0.19163010571461547,0.3216268283179967,0.3492866670598824,0.298026274739664,0.9744309993859372,1.028560891615606,0.3145829419403321,0.18664990984634683,0.3145829419403321,0.32447775813973295,0.3052737442702824,0.970107744491849,0.9402424478776061
22,0.895804059788823,0.9279893299733137,0.32932983045640457,0.1971243854472921,0.32932983045640457,0.3830958968517141,0.2887981041448081,0.978583130109897,1.0178052756638654,0.3244572848478258,0.19364309958421938,0.32445728484782577,0.3442093663829299,0.3068490827109444,0.9725032182130632,0.9426010799460027
23,0.8953424751847125,0.929498331379209,0.3258197857199925,0.19461452413598943,0.3258197857199925,0.37207722092255374,0.2897922001375363,0.9774777720551219,1.013384098500277,0.3252592008730977,0.1942146516300708,0.3252592008730977,0.3444584646169009,0.3080871825282345,0.972422715772297,0.9425798110094495
24,0.888345320043703,0.9342923949738962,0.3186174552825224,0.1894973016601999,0.3186174552825224,0.37859587794875194,0.2750440576279476,0.9792101183493415,1.0242401182124046,0.316744226946816,0.18817355746969308,0.316744226946816,0.3771546813262643,0.2730143656975564,0.978793904454439,0.9470892755362232
25,0.887902706447394,0.9319260079891116,0.31481944030357023,0.1868164443816526,0.31481944030357023,0.3734913969182503,0.27207848970711607,0.9789819632721383,1.01365751819273,0.3172201548813134,0.1885095996374617,0.31722015488131344,0.3648888190229206,0.2805671752625787,0.9770310800355706,0.9457449227538623
26,0.8869297051048463,0.9238913911678541,0.32789930507405907,0.19610021457982948,0.32789930507405907,0.39396290078096874,0.28081026283764066,0.9801066299043726,1.0120620738088557,0.325671481251021,0.19450871056915134,0.325671481251021,0.3616352739656225,0.2962137117885267,0.9754066456884991,0.9448963251837408
27,0.882973529873096,0.9350789243018223,0.30540474576030646,0.18022282606788667,0.30540474576030646,0.3755265414114689,0.25734997388736736,0.9802917084707907,1.0211755696651155,0.30093216953705854,0.17711604218594626,0.3009321695370586,0.3555730334419329,0.26084773108525394,0.9777645222885283,0.945559592020399
28,0.8825743945262904,0.9201389344801861,0.3540999323795907,0.2151406026075066,0.3540999323795907,0.3805959901147916,0.3310529278951956,0.9751881732803499,1.019046635226866,0.34346279916568995,0.20733781227050374,0.3434627991656899,0.3318136036144833,0.3559597076641985,0.9662853390952518,0.9388686365681715
29,0.8813427419582468,0.9342331897970285,0.31216342592620727,0.184948845593957,0.3121634259262072,0.3459104534937127,0.2844158158676555,0.9752326941736955,1.0233307259272686,0.2916270060506014,0.17070452827542137,0.2916270060506014,0.3067228407976294,0.277947398788345,0.9704513325525361,0.9393430628468576
30,0.8780078989199114,0.9260644679465526,0.31788273048230575,0.18897774622660574,0.3178827304823058,0.3785917292159623,0.27395304620344246,0.9792922199606934,1.0177280702422151,0.3053732587852414,0.18020089696350527,0.3053732587852414,0.352256758054239,0.26950374501821756,0.9766910412436336,0.944923173841308
31,0.8762138970642254,0.9163703479806276,0.3396754097024946,0.20458373723274786,0.3396754097024946,0.39699321273049737,0.2968205205374624,0.9792372658573961,1.0030248486890203,0.346428055636808,0.20950286246554645,0.346428055636808,0.3839782686772853,0.315567869773803,0.9761879559553965,0.9465119544022799
32,0.8746719464944874,0.9172330971953896,0.3479072608547188,0.21058579377009456,0.3479072608547188,0.38933280450076185,0.3144494126636939,0.9772864047515714,1.0173476454430976,0.3447936334808821,0.2083085471728698,0.3447936334808821,0.32355903342990916,0.3690111762883183,0.9637147262364207,0.9369997900104995
33,0.8730823858774157,0.9095866262923464,0.35452108214828476,0.21545161004623276,0.35452108214828476,0.3904445403113746,0.3246510560017283,0.9766588530372003,1.0055478579175157,0.36131366598473164,0.22048982681109314,0.36131366598473164,0.3516045762888585,0.3715741898259448,0.9677711006854046,0.9409890805459727
34,0.8706194134032738,0.9320576599812992,0.2995104167898709,0.17613187387156165,0.29951041678987095,0.3530523209276646,0.2600697237464511,0.9780531908653188,1.0277681883457488,0.2734759140784026,0.15839681375335377,0.27347591407840266,0.30990613389894867,0.2447096943082134,0.9743702906229199,0.9415928903554822
35,0.8691802103390469,0.9466442700750682,0.28377182569388176,0.16534621091896037,0.28377182569388176,0.32703639475290075,0.2506169950303228,0.9762503337154755,1.0488143536896832,0.2457790959836155,0.14010726666230625,0.2457790959836155,0.2653741328047572,0.2288788451881057,0.9701992088334452,0.9368980350982451
36,0.8684557900711716,0.9278978358364225,0.3041683433341036,0.179362345394658,0.3041683433341036,0.3588984722502462,0.2639216761647112,0.9782889031356541,1.0204844844024794,0.2842015655466054,0.1656380841943967,0.2842015655466054,0.3036536405821044,0.26709165411204067,0.9711914336105826,0.9395622618869056
37,0.866772232132338,0.9134119716711488,0.33483976262435955,0.2010856103266557,0.33483976262435955,0.43217031340847706,0.2732909706873588,0.9834636388648299,1.0013740664034818,0.3393241814285581,0.20432897115371612,0.3393241814285581,0.3860468998457567,0.3026900289557757,0.9773583665875735,0.9470512974351283
38,0.8652569584930672,0.9122418264422981,0.34580055474382826,0.20904405193430414,0.34580055474382826,0.3763205189509284,0.3198596245992792,0.9755873748685048,1.024704990133775,0.30957109971391483,0.18313168904147556,0.3095710997139149,0.30145687619874467,0.31813422230770055,0.9653268794854276,0.9362540572971352
39,0.8633372301010676,0.9059218946665542,0.34944062685015875,0.21171042528649212,0.3494406268501587,0.416685684685679,0.3008837712964118,0.9806025643295165,1.0037238502924422,0.34688874729449337,0.20983992863563783,0.34688874729449337,0.3704899028752035,0.32611442339541197,0.9739378137961898,0.9448366581670916
40,0.8612866118103644,0.906576205527806,0.35227441967543704,0.21379435015267975,0.352274419675437,0.3878043903337861,0.3227084289407805,0.976539389978628,1.0035323948986763,0.3466322929522813,0.20965227001514006,0.3466322929522813,0.33518423463682273,0.35889001079163596,0.9665193709665545,0.9392237888105595
