manual_interval_id,predicted_interval_id,window_index,channel_index,channel,manual_start_seconds_in_recording,manual_end_seconds_in_recording,predicted_start_seconds_in_recording,predicted_end_seconds_in_recording,manual_duration_seconds,predicted_duration_seconds,overlap_seconds,union_seconds,interval_iou,interval_dice,start_error_seconds,end_error_seconds,center_error_seconds,duration_error_seconds,predicted_mean_probability,predicted_max_probability
manual_ground_truth_w0086_c48_i001,m3_improved_prediction_w0086_c48_i008,86,48,P8,433.692,436.876,436.02,436.528,3.184,0.508,0.5080000000000382,3.183999999999969,0.15954773869348088,0.2751895991332818,2.3279999999999745,0.34799999999995634,0.9900000000000091,2.676,0.7639060020446777,0.9731407761573792
manual_ground_truth_w0087_c01_i000,m3_improved_prediction_w0087_c01_i001,87,1,Fp1,435.0,436.876,435.604,436.688,1.876,1.084,1.0840000000000032,1.8759999999999764,0.5778251599147212,0.7324324324324346,0.603999999999985,0.18799999999998818,0.20799999999997,0.7919999999999998,0.8284106254577637,0.9689612984657288
manual_ground_truth_w0087_c01_i001,m3_improved_prediction_w0087_c01_i011,87,1,Fp1,439.576,442.86,440.452,442.336,3.2840000000000007,1.8840000000000003,1.8840000000000146,3.283999999999992,0.5736906211936721,0.7291021671826681,0.8759999999999764,0.5240000000000009,0.17599999999998772,1.4000000000000004,0.8883763551712036,0.9616734385490417
manual_ground_truth_w0087_c02_i000,m3_improved_prediction_w0087_c02_i000,87,2,Fp2,435.0,436.876,435.608,436.928,1.876,1.3199999999999998,1.2679999999999723,1.9279999999999973,0.6576763485477044,0.7934918648310215,0.6080000000000041,0.05200000000002092,0.3300000000000409,0.556,0.810621440410614,0.9671460390090942
manual_ground_truth_w0087_c02_i001,m3_improved_prediction_w0087_c02_i016,87,2,Fp2,439.576,442.86,440.424,442.332,3.2840000000000007,1.9079999999999995,1.9080000000000155,3.283999999999992,0.5809987819732095,0.7349768875192664,0.8479999999999563,0.52800000000002,0.15999999999996817,1.3760000000000012,0.8998274207115173,0.9588839411735535
manual_ground_truth_w0087_c07_i000,m3_improved_prediction_w0087_c07_i003,87,7,Fz,435.0,436.876,436.012,436.4,1.876,0.3879999999999999,0.3879999999999768,1.8759999999999764,0.20682302771854036,0.3427561837455626,1.0120000000000005,0.4759999999999991,0.2680000000000291,1.488,0.615354061126709,0.8398436903953552
manual_ground_truth_w0087_c07_i001,m3_improved_prediction_w0087_c07_i015,87,7,Fz,439.576,442.86,440.644,440.888,3.2840000000000007,0.24399999999999977,0.24399999999997135,3.283999999999992,0.07429963459195249,0.13832199546483634,1.0679999999999836,1.9720000000000368,0.452000000000055,3.040000000000001,0.6608521938323975,0.8201422691345215
manual_ground_truth_w0087_c11_i001,m3_improved_prediction_w0087_c11_i009,87,11,F4,439.576,442.86,440.484,441.048,3.2840000000000007,0.5640000000000001,0.5640000000000214,3.283999999999992,0.17174177831912996,0.2931392931393042,0.9079999999999586,1.8120000000000118,0.452000000000055,2.7200000000000006,0.7073860168457031,0.8895153403282166
manual_ground_truth_w0087_c11_i000,m3_improved_prediction_w0087_c11_i002,87,11,F4,435.0,436.876,435.9,436.164,1.876,0.2639999999999999,0.26400000000001,1.8759999999999764,0.14072494669510305,0.24672897196262622,0.8999999999999773,0.7119999999999891,0.09399999999999409,1.612,0.7420294284820557,0.8798782825469971
manual_ground_truth_w0087_c14_i001,m3_improved_prediction_w0087_c14_i005,87,14,F7,439.576,442.86,440.436,441.62,3.2840000000000007,1.1840000000000002,1.184000000000026,3.283999999999992,0.3605359317905082,0.5299910474485343,0.8599999999999568,1.240000000000009,0.18999999999999773,2.1000000000000005,0.8184306025505066,0.9522848725318909
manual_ground_truth_w0087_c14_i000,m3_improved_prediction_w0087_c14_i002,87,14,F7,435.0,436.876,435.848,436.4,1.876,0.5519999999999999,0.5519999999999641,1.8759999999999764,0.2942430703624579,0.45469522240524224,0.8480000000000132,0.4759999999999991,0.18600000000003547,1.3239999999999998,0.7972292304039001,0.9824637770652771
manual_ground_truth_w0087_c15_i001,m3_improved_prediction_w0087_c15_i004,87,15,F8,439.576,442.86,440.452,442.432,3.2840000000000007,1.9800000000000004,1.9800000000000182,3.283999999999992,0.6029232643118219,0.7522796352583654,0.8759999999999764,0.42799999999999727,0.22399999999998954,1.3040000000000003,0.8461650609970093,0.9629705548286438
manual_ground_truth_w0087_c15_i000,m3_improved_prediction_w0087_c15_i002,87,15,F8,435.0,436.876,435.732,436.396,1.876,0.6639999999999999,0.6639999999999873,1.8759999999999764,0.35394456289978443,0.5228346456692813,0.7320000000000277,0.47999999999996135,0.1260000000000332,1.212,0.7696433067321777,0.988101601600647
manual_ground_truth_w0087_c28_i001,m3_improved_prediction_w0087_c28_i001,87,28,C3,439.576,442.86,440.436,440.544,3.2840000000000007,0.10799999999999965,0.10800000000000409,3.283999999999992,0.032886723507918506,0.06367924528302127,0.8599999999999568,2.316000000000031,0.7280000000000086,3.176000000000001,0.51551353931427,0.6519550085067749
manual_ground_truth_w0087_c28_i000,m3_improved_prediction_w0087_c28_i000,87,28,C3,435.0,436.876,436.604,436.616,1.876,0.01200000000000001,0.012000000000000455,1.8759999999999764,0.006396588486141048,0.012711864406780144,1.603999999999985,0.2599999999999909,0.6720000000000255,1.8639999999999999,0.3714961111545563,0.37845683097839355
manual_ground_truth_w0087_c29_i001,m3_improved_prediction_w0087_c29_i003,87,29,C4,439.576,442.86,440.888,441.06,3.2840000000000007,0.1719999999999997,0.17200000000002547,3.283999999999992,0.05237515225335746,0.09953703703705176,1.311999999999955,1.8000000000000114,0.2440000000000282,3.112000000000001,0.4393978416919708,0.5155465006828308
manual_ground_truth_w0087_c29_i000,m3_improved_prediction_w0087_c29_i000,87,29,C4,435.0,436.876,436.096,436.12,1.876,0.02400000000000002,0.02400000000000091,1.8759999999999764,0.012793176972282097,0.0252631578947378,1.0960000000000036,0.7559999999999718,0.17000000000001592,1.8519999999999999,0.37120023369789124,0.3827732801437378
manual_ground_truth_w0087_c32_i000,m3_improved_prediction_w0087_c32_i003,87,32,T7,435.0,436.876,435.64,436.448,1.876,0.8079999999999999,0.8079999999999927,1.8759999999999764,0.430703624733477,0.6020864381520066,0.6399999999999864,0.42799999999999727,0.10599999999999454,1.068,0.7529582977294922,0.9471840858459473
manual_ground_truth_w0087_c32_i001,m3_improved_prediction_w0087_c32_i007,87,32,T7,439.576,442.86,441.716,442.496,3.2840000000000007,0.7800000000000002,0.7799999999999727,3.283999999999992,0.23751522533494965,0.38385826771652193,2.1399999999999864,0.36400000000003274,0.8879999999999768,2.5040000000000004,0.7714610695838928,0.9499287605285645
manual_ground_truth_w0087_c33_i000,m3_improved_prediction_w0087_c33_i001,87,33,T8,435.0,436.876,435.584,436.616,1.876,1.032,1.0319999999999823,1.8759999999999764,0.5501066098080998,0.7097661623108544,0.5840000000000032,0.2599999999999909,0.16200000000003456,0.8439999999999999,0.806182861328125,0.9630782604217529
manual_ground_truth_w0087_c33_i001,m3_improved_prediction_w0087_c33_i004,87,33,T8,439.576,442.86,440.392,441.388,3.2840000000000007,0.9959999999999996,0.9959999999999809,3.283999999999992,0.30328867235078666,0.4654205607476546,0.8159999999999741,1.4720000000000368,0.3280000000000314,2.288000000000001,0.7836793065071106,0.9734477400779724
manual_ground_truth_w0087_c43_i000,m3_improved_prediction_w0087_c43_i000,87,43,P3,435.0,436.876,435.388,435.856,1.876,0.46799999999999997,0.46800000000001774,1.8759999999999764,0.24946695095950086,0.39931740614335987,0.3879999999999768,1.0199999999999818,0.3160000000000309,1.408,0.6834167838096619,0.8691628575325012
manual_ground_truth_w0087_c43_i001,m3_improved_prediction_w0087_c43_i003,87,43,P3,439.576,442.86,442.228,442.324,3.2840000000000007,0.09600000000000009,0.09600000000000364,3.283999999999992,0.02923264311814978,0.05680473372781279,2.651999999999987,0.5360000000000014,1.0579999999999927,3.1880000000000006,0.7412498593330383,0.8925853371620178
manual_ground_truth_w0087_c44_i000,m3_improved_prediction_w0087_c44_i000,87,44,P4,435.0,436.876,435.396,435.86,1.876,0.46399999999999997,0.46399999999999864,1.8759999999999764,0.24733475479744377,0.39658119658119545,0.396000000000015,1.0159999999999627,0.30999999999994543,1.412,0.6508719325065613,0.8245960474014282
manual_ground_truth_w0087_c44_i001,m3_improved_prediction_w0087_c44_i003,87,44,P4,439.576,442.86,442.208,442.32,3.2840000000000007,0.1120000000000001,0.11199999999996635,3.283999999999992,0.034104750304496535,0.0659599528857281,2.632000000000005,0.5400000000000205,1.0459999999999923,3.1720000000000006,0.7370374798774719,0.9179860353469849
manual_ground_truth_w0087_c47_i000,m3_improved_prediction_w0087_c47_i000,87,47,P7,435.0,436.876,435.18,435.868,1.876,0.688,0.6879999999999882,1.8759999999999764,0.36673773987206654,0.5366614664586491,0.18000000000000682,1.0079999999999814,0.41399999999998727,1.188,0.7630771994590759,0.93058842420578
manual_ground_truth_w0087_c47_i001,m3_improved_prediction_w0087_c47_i005,87,47,P7,439.576,442.86,442.176,442.348,3.2840000000000007,0.1719999999999997,0.17200000000002547,3.283999999999992,0.05237515225335746,0.09953703703705176,2.599999999999966,0.5120000000000005,1.0439999999999827,3.112000000000001,0.7143222689628601,0.9521411061286926
manual_ground_truth_w0087_c48_i000,m3_improved_prediction_w0087_c48_i000,87,48,P8,435.0,436.876,435.184,435.932,1.876,0.748,0.7479999999999905,1.8759999999999764,0.3987206823027718,0.570121951219505,0.18400000000002592,0.94399999999996,0.37999999999999545,1.128,0.7744719982147217,0.9537390470504761
manual_ground_truth_w0087_c48_i001,m3_improved_prediction_w0087_c48_i003,87,48,P8,439.576,442.86,442.164,442.352,3.2840000000000007,0.1880000000000006,0.18799999999998818,3.283999999999992,0.05724725943970422,0.10829493087556918,2.5879999999999654,0.5080000000000382,1.0399999999999636,3.096,0.8018112778663635,0.9689728021621704
manual_ground_truth_w0088_c01_i000,m3_improved_prediction_w0088_c01_i002,88,1,Fp1,440.0,442.86,440.44,442.328,2.86,1.888,1.8879999999999768,2.8600000000000136,0.6601398601398489,0.7952822240943459,0.4399999999999977,0.5320000000000391,0.04599999999999227,0.972,0.8901700973510742,0.955742597579956
manual_ground_truth_w0088_c01_i001,m3_improved_prediction_w0088_c01_i006,88,1,Fp1,445.652,448.84,447.016,448.46,3.1879999999999997,1.4440000000000008,1.44399999999996,3.187999999999988,0.45294855708907317,0.6234887737478237,1.3640000000000327,0.37999999999999545,0.49200000000001864,1.7439999999999989,0.8936300873756409,0.9650242924690247
manual_ground_truth_w0088_c02_i000,m3_improved_prediction_w0088_c02_i004,88,2,Fp2,440.0,442.86,440.4,442.324,2.86,1.924,1.924000000000035,2.8600000000000136,0.6727272727272817,0.8043478260869712,0.39999999999997726,0.5360000000000014,0.06800000000004047,0.9359999999999999,0.9110657572746277,0.9560412168502808
manual_ground_truth_w0088_c02_i001,m3_improved_prediction_w0088_c02_i012,88,2,Fp2,445.652,448.84,447.02,448.472,3.1879999999999997,1.452,1.4519999999999982,3.187999999999988,0.45545796737766736,0.6258620689655165,1.367999999999995,0.367999999999995,0.5,1.7359999999999998,0.8873891830444336,0.9629671573638916
manual_ground_truth_w0088_c07_i000,m3_improved_prediction_w0088_c07_i002,88,7,Fz,440.0,442.86,440.416,440.872,2.86,0.456,0.4560000000000173,2.8600000000000136,0.15944055944056473,0.27503015681545073,0.4159999999999968,1.9879999999999995,0.7860000000000014,2.404,0.5698071122169495,0.7997106313705444
manual_ground_truth_w0088_c07_i001,m3_improved_prediction_w0088_c07_i024,88,7,Fz,445.652,448.84,448.032,448.396,3.1879999999999997,0.36400000000000077,0.36400000000003274,3.187999999999988,0.11417816813050002,0.20495495495497337,2.3799999999999955,0.44399999999996,0.9680000000000177,2.823999999999999,0.6755579113960266,0.8950145244598389
manual_ground_truth_w0088_c11_i000,m3_improved_prediction_w0088_c11_i000,88,11,F4,440.0,442.86,440.468,441.088,2.86,0.6200000000000001,0.6200000000000045,2.8600000000000136,0.21678321678321735,0.3563218390804624,0.46800000000001774,1.7719999999999914,0.6519999999999868,2.2399999999999998,0.5526781678199768,0.7957872152328491
manual_ground_truth_w0088_c11_i001,m3_improved_prediction_w0088_c11_i018,88,11,F4,445.652,448.84,447.884,448.412,3.1879999999999997,0.5280000000000005,0.5279999999999632,3.187999999999988,0.16562107904641316,0.2841765339074075,2.2320000000000277,0.42799999999999727,0.9020000000000437,2.6599999999999993,0.6209230422973633,0.8272842168807983
manual_ground_truth_w0088_c14_i000,m3_improved_prediction_w0088_c14_i004,88,14,F7,440.0,442.86,441.68,442.424,2.86,0.744,0.7439999999999714,2.8600000000000136,0.26013986013984886,0.4128745837957666,1.6800000000000068,0.43600000000003547,0.6220000000000141,2.1159999999999997,0.7913252115249634,0.9459473490715027
manual_ground_truth_w0088_c14_i001,m3_improved_prediction_w0088_c14_i011,88,14,F7,445.652,448.84,447.856,448.416,3.1879999999999997,0.5600000000000005,0.5600000000000023,3.187999999999988,0.17565872020075418,0.29882604055496387,2.2040000000000077,0.42399999999997817,0.8899999999999864,2.6279999999999992,0.6931183934211731,0.93167644739151
manual_ground_truth_w0088_c15_i001,m3_improved_prediction_w0088_c15_i011,88,15,F8,445.652,448.84,447.44,448.392,3.1879999999999997,0.9519999999999991,0.9519999999999982,3.187999999999988,0.2986198243412803,0.4599033816425113,1.788000000000011,0.4479999999999791,0.6700000000000159,2.2360000000000007,0.802040159702301,0.9577313661575317
manual_ground_truth_w0088_c15_i000,m3_improved_prediction_w0088_c15_i003,88,15,F8,440.0,442.86,440.744,441.56,2.86,0.8160000000000001,0.8159999999999741,2.8600000000000136,0.2853146853146749,0.44396082698584005,0.7440000000000282,1.3000000000000114,0.27799999999996317,2.0439999999999996,0.7100358605384827,0.8689863681793213
manual_ground_truth_w0088_c28_i000,m3_improved_prediction_w0088_c28_i000,88,28,C3,440.0,442.86,440.472,440.592,2.86,0.12,0.12000000000000455,2.8600000000000136,0.04195804195804335,0.0805369127516809,0.47199999999998,2.268000000000029,0.8980000000000246,2.7399999999999998,0.4652872681617737,0.6088120341300964
manual_ground_truth_w0088_c28_i001,m3_improved_prediction_w0088_c28_i009,88,28,C3,445.652,448.84,448.304,448.336,3.1879999999999997,0.03200000000000003,0.03200000000003911,3.187999999999988,0.010037641154341038,0.019875776397539822,2.651999999999987,0.5039999999999623,1.0740000000000123,3.1559999999999997,0.3845020532608032,0.41311293840408325
manual_ground_truth_w0088_c29_i000,m3_improved_prediction_w0088_c29_i000,88,29,C4,440.0,442.86,440.94,441.144,2.86,0.20399999999999996,0.20400000000000773,2.8600000000000136,0.0713286713286737,0.13315926892950897,0.9399999999999977,1.7160000000000082,0.3879999999999768,2.6559999999999997,0.5458343625068665,0.6748789548873901
manual_ground_truth_w0088_c29_i001,m3_improved_prediction_w0088_c29_i004,88,29,C4,445.652,448.84,448.32,448.344,3.1879999999999997,0.023999999999999133,0.02400000000000091,3.187999999999988,0.0075282308657468626,0.014943960149440173,2.6680000000000064,0.4959999999999809,1.0860000000000127,3.1640000000000006,0.40598222613334656,0.4436870217323303
manual_ground_truth_w0088_c32_i001,m3_improved_prediction_w0088_c32_i002,88,32,T7,445.652,448.84,445.716,447.176,3.1879999999999997,1.46,1.4599999999999795,3.187999999999988,0.45796737766624374,0.628227194492246,0.06400000000002137,1.6639999999999873,0.7999999999999545,1.7279999999999998,0.7313553690910339,0.925561785697937
manual_ground_truth_w0088_c32_i000,m3_improved_prediction_w0088_c32_i000,88,32,T7,440.0,442.86,440.4,441.36,2.86,0.9600000000000001,0.9600000000000364,2.8600000000000136,0.3356643356643468,0.5026178010471395,0.39999999999997726,1.5,0.5500000000000114,1.9,0.7243791222572327,0.9430692195892334
manual_ground_truth_w0088_c33_i001,m3_improved_prediction_w0088_c33_i008,88,33,T8,445.652,448.84,445.876,447.184,3.1879999999999997,1.3079999999999998,1.3080000000000496,3.187999999999988,0.410288582183204,0.5818505338078513,0.22399999999998954,1.655999999999949,0.7160000000000082,1.88,0.8158479928970337,0.934593141078949
manual_ground_truth_w0088_c33_i000,m3_improved_prediction_w0088_c33_i003,88,33,T8,440.0,442.86,440.388,441.248,2.86,0.86,0.8600000000000136,2.8600000000000136,0.30069930069930406,0.4623655913978568,0.3879999999999768,1.6120000000000232,0.6120000000000232,2.0,0.7227753400802612,0.9350346326828003
manual_ground_truth_w0088_c43_i001,m3_improved_prediction_w0088_c43_i004,88,43,P3,445.652,448.84,447.796,447.944,3.1879999999999997,0.1479999999999997,0.14800000000002456,3.187999999999988,0.046424090338778264,0.08872901678658549,2.1440000000000055,0.8959999999999582,0.6240000000000236,3.04,0.5088202953338623,0.6413419246673584
manual_ground_truth_w0088_c43_i000,m3_improved_prediction_w0088_c43_i000,88,43,P3,440.0,442.86,442.256,442.32,2.86,0.06400000000000006,0.06400000000002137,2.8600000000000136,0.022377622377629743,0.04377564979481626,2.255999999999972,0.5400000000000205,0.8580000000000041,2.796,0.4935983121395111,0.5958997011184692
manual_ground_truth_w0088_c44_i001,m3_improved_prediction_w0088_c44_i008,88,44,P4,445.652,448.84,447.804,447.944,3.1879999999999997,0.13999999999999968,0.1400000000000432,3.187999999999988,0.04391468005020192,0.08413461538464136,2.151999999999987,0.8959999999999582,0.6280000000000427,3.048,0.4356008768081665,0.5399000644683838
manual_ground_truth_w0088_c44_i000,m3_improved_prediction_w0088_c44_i000,88,44,P4,440.0,442.86,442.236,442.348,2.86,0.11199999999999966,0.11200000000002319,2.8600000000000136,0.03916083916084708,0.07537012113056743,2.23599999999999,0.5120000000000005,0.8620000000000232,2.748,0.6870595812797546,0.8596177101135254
manual_ground_truth_w0088_c47_i001,m3_improved_prediction_w0088_c47_i007,88,47,P7,445.652,448.84,447.72,447.964,3.1879999999999997,0.24400000000000066,0.24399999999997135,3.187999999999988,0.07653701380174789,0.14219114219112547,2.0680000000000405,0.8759999999999764,0.5960000000000036,2.943999999999999,0.5536960959434509,0.7290670275688171
manual_ground_truth_w0088_c47_i000,m3_improved_prediction_w0088_c47_i000,88,47,P7,440.0,442.86,442.236,442.36,2.86,0.12399999999999967,0.12400000000002365,2.8600000000000136,0.04335664335665142,0.08310991957106144,2.23599999999999,0.5,0.867999999999995,2.736,0.6583892107009888,0.8706318736076355
manual_ground_truth_w0088_c48_i001,m3_improved_prediction_w0088_c48_i007,88,48,P8,445.652,448.84,447.452,448.464,3.1879999999999997,1.0120000000000005,1.0120000000000005,3.187999999999988,0.3174404015056475,0.4819047619047621,1.8000000000000114,0.37599999999997635,0.7119999999999891,2.1759999999999993,0.6639211177825928,0.9125807285308838
manual_ground_truth_w0088_c48_i000,m3_improved_prediction_w0088_c48_i001,88,48,P8,440.0,442.86,442.208,442.36,2.86,0.1519999999999997,0.1519999999999868,2.8600000000000136,0.053146853146848284,0.10092961487382925,2.208000000000027,0.5,0.853999999999985,2.708,0.7969734072685242,0.9595808982849121
manual_ground_truth_w0089_c01_i000,m3_improved_prediction_w0089_c01_i002,89,1,Fp1,445.652,448.84,447.216,448.46,3.1879999999999997,1.2439999999999998,1.2439999999999714,3.187999999999988,0.39021329987452197,0.5613718411552218,1.5640000000000214,0.37999999999999545,0.5919999999999845,1.944,0.8615614771842957,0.9748851656913757
manual_ground_truth_w0089_c01_i001,m3_improved_prediction_w0089_c01_i008,89,1,Fp1,451.68,454.676,451.636,452.14,2.9960000000000004,0.5039999999999996,0.45999999999997954,3.0399999999999636,0.1513157894736793,0.2628571428571312,0.04399999999998272,2.5360000000000014,1.2899999999999636,2.492000000000001,0.7723177671432495,0.9515014290809631
manual_ground_truth_w0089_c02_i000,m3_improved_prediction_w0089_c02_i004,89,2,Fp2,445.652,448.84,447.3,448.488,3.1879999999999997,1.1880000000000002,1.1879999999999882,3.187999999999988,0.3726474278544519,0.5429616087751318,1.6480000000000246,0.35199999999997544,0.6480000000000246,1.9999999999999996,0.8759869337081909,0.970992922782898
manual_ground_truth_w0089_c02_i001,m3_improved_prediction_w0089_c02_i012,89,2,Fp2,451.68,454.676,451.636,452.144,2.9960000000000004,0.508,0.46399999999999864,3.0399999999999636,0.1526315789473698,0.26484018264840103,0.04399999999998272,2.5319999999999823,1.288000000000011,2.4880000000000004,0.8335551023483276,0.9642986059188843
manual_ground_truth_w0089_c07_i000,m3_improved_prediction_w0089_c07_i001,89,7,Fz,445.652,448.84,447.516,448.428,3.1879999999999997,0.9119999999999999,0.9119999999999777,3.187999999999988,0.28607277289836297,0.444878048780477,1.8640000000000327,0.4119999999999777,0.7259999999999991,2.276,0.828444242477417,0.9428731799125671
manual_ground_truth_w0089_c07_i001,m3_improved_prediction_w0089_c07_i002,89,7,Fz,451.68,454.676,451.66,451.912,2.9960000000000004,0.2519999999999998,0.2319999999999709,3.0159999999999627,0.07692307692306823,0.14285714285712492,0.01999999999998181,2.76400000000001,1.391999999999996,2.7440000000000007,0.7510539293289185,0.9238007664680481
manual_ground_truth_w0089_c11_i000,m3_improved_prediction_w0089_c11_i001,89,11,F4,445.652,448.84,447.596,448.432,3.1879999999999997,0.8359999999999999,0.8360000000000127,3.187999999999988,0.2622333751568431,0.41550695825050343,1.9440000000000168,0.4079999999999586,0.7680000000000291,2.352,0.7917306423187256,0.9200065732002258
manual_ground_truth_w0089_c11_i001,m3_improved_prediction_w0089_c11_i002,89,11,F4,451.68,454.676,451.664,451.84,2.9960000000000004,0.17600000000000016,0.15999999999996817,3.0120000000000005,0.053120849933588364,0.10088272383352341,0.016000000000019554,2.8360000000000127,1.4260000000000446,2.8200000000000003,0.7695092558860779,0.9056687355041504
manual_ground_truth_w0089_c14_i000,m3_improved_prediction_w0089_c14_i003,89,14,F7,445.652,448.84,447.596,448.416,3.1879999999999997,0.8199999999999998,0.8199999999999932,3.187999999999988,0.25721455457967257,0.4091816367265436,1.9440000000000168,0.42399999999997817,0.7599999999999909,2.368,0.8038790225982666,0.9497053623199463
manual_ground_truth_w0089_c14_i001,m3_improved_prediction_w0089_c14_i004,89,14,F7,451.68,454.676,451.66,451.844,2.9960000000000004,0.18400000000000016,0.16399999999998727,3.0159999999999627,0.05437665782493014,0.10314465408804228,0.01999999999998181,2.8319999999999936,1.4259999999999877,2.8120000000000003,0.7941935062408447,0.9514859914779663
manual_ground_truth_w0089_c15_i000,m3_improved_prediction_w0089_c15_i002,89,15,F8,445.652,448.84,447.536,448.38,3.1879999999999997,0.8439999999999999,0.8439999999999941,3.187999999999988,0.26474278544541946,0.4186507936507907,1.8840000000000146,0.45999999999997954,0.7119999999999891,2.344,0.884138286113739,0.9741193056106567
manual_ground_truth_w0089_c15_i001,m3_improved_prediction_w0089_c15_i003,89,15,F8,451.68,454.676,451.692,451.84,2.9960000000000004,0.1479999999999997,0.1479999999999677,2.995999999999981,0.04939919893189875,0.09414758269718047,0.012000000000000455,2.8360000000000127,1.4120000000000346,2.8480000000000008,0.6613584160804749,0.8434923887252808
manual_ground_truth_w0089_c28_i000,m3_improved_prediction_w0089_c28_i000,89,28,C3,445.652,448.84,447.916,448.04,3.1879999999999997,0.12400000000000011,0.12400000000002365,3.187999999999988,0.038895859473031404,0.07487922705315438,2.26400000000001,0.7999999999999545,0.7320000000000277,3.0639999999999996,0.3888299763202667,0.43046608567237854
manual_ground_truth_w0089_c28_i001,m3_improved_prediction_w0089_c28_i002,89,28,C3,451.68,454.676,451.716,451.76,2.9960000000000004,0.043999999999999595,0.04399999999998272,2.995999999999981,0.01468624833110247,0.028947368421041262,0.036000000000001364,2.915999999999997,1.4399999999999977,2.952000000000001,0.4003128111362457,0.42713281512260437
manual_ground_truth_w0089_c29_i001,m3_improved_prediction_w0089_c29_i009,89,29,C4,451.68,454.676,452.096,452.312,2.9960000000000004,0.2160000000000002,0.21600000000000819,2.995999999999981,0.07209612817089772,0.13449564134496148,0.4159999999999968,2.363999999999976,0.9739999999999895,2.7800000000000002,0.4372447431087494,0.520209550857544
manual_ground_truth_w0089_c29_i000,m3_improved_prediction_w0089_c29_i004,89,29,C4,445.652,448.84,448.0,448.076,3.1879999999999997,0.07600000000000007,0.07600000000002183,3.187999999999988,0.023839397741537677,0.04656862745099377,2.348000000000013,0.7639999999999532,0.79200000000003,3.1119999999999997,0.3914414942264557,0.4247773587703705
manual_ground_truth_w0089_c32_i001,m3_improved_prediction_w0089_c32_i007,89,32,T7,451.68,454.676,452.024,453.388,2.9960000000000004,1.3639999999999999,1.363999999999976,2.995999999999981,0.4552736982643473,0.6256880733944843,0.3439999999999941,1.288000000000011,0.47199999999998,1.6320000000000006,0.7104555368423462,0.9306514263153076
manual_ground_truth_w0089_c32_i000,m3_improved_prediction_w0089_c32_i005,89,32,T7,445.652,448.84,447.324,448.436,3.1879999999999997,1.112,1.1119999999999663,3.187999999999988,0.3488080301129142,0.5172093023255657,1.6720000000000255,0.40399999999999636,0.6340000000000146,2.0759999999999996,0.8581401109695435,0.9527593851089478
manual_ground_truth_w0089_c33_i000,m3_improved_prediction_w0089_c33_i000,89,33,T8,445.652,448.84,445.688,448.464,3.1879999999999997,2.776,2.7760000000000105,3.187999999999988,0.8707653701380241,0.9309188464118078,0.036000000000001364,0.37599999999997635,0.16999999999995907,0.4119999999999999,0.8248282074928284,0.9686678051948547
manual_ground_truth_w0089_c33_i001,m3_improved_prediction_w0089_c33_i001,89,33,T8,451.68,454.676,451.66,453.348,2.9960000000000004,1.6880000000000006,1.6680000000000064,3.0159999999999627,0.553050397877993,0.7122117847993193,0.01999999999998181,1.3279999999999745,0.6739999999999782,1.3079999999999998,0.6949517130851746,0.9310762882232666
manual_ground_truth_w0089_c43_i000,m3_improved_prediction_w0089_c43_i001,89,43,P3,445.652,448.84,448.372,448.456,3.1879999999999997,0.08400000000000007,0.08400000000000318,3.187999999999988,0.02634880803011402,0.05134474327628557,2.7200000000000273,0.3839999999999577,1.1680000000000064,3.1039999999999996,0.4804891347885132,0.5995399355888367
manual_ground_truth_w0089_c44_i000,m3_improved_prediction_w0089_c44_i003,89,44,P4,445.652,448.84,448.268,448.492,3.1879999999999997,0.2240000000000002,0.22400000000004638,3.187999999999988,0.07026348808031593,0.131301289566264,2.6159999999999854,0.34799999999995634,1.1340000000000146,2.9639999999999995,0.7286816835403442,0.9007513523101807
manual_ground_truth_w0089_c44_i001,m3_improved_prediction_w0089_c44_i004,89,44,P4,451.68,454.676,454.304,454.312,2.9960000000000004,0.007999999999999119,0.008000000000038199,2.995999999999981,0.002670226969305157,0.005326231691103995,2.623999999999967,0.3639999999999759,1.1299999999999955,2.9880000000000013,0.3749963641166687,0.38034412264823914
manual_ground_truth_w0089_c47_i000,m3_improved_prediction_w0089_c47_i000,89,47,P7,445.652,448.84,446.896,446.976,3.1879999999999997,0.08000000000000007,0.07999999999998408,3.187999999999988,0.025094102885816934,0.048959608323123675,1.2440000000000282,1.863999999999976,0.30999999999994543,3.1079999999999997,0.4354568123817444,0.514481246471405
manual_ground_truth_w0089_c47_i001,m3_improved_prediction_w0089_c47_i008,89,47,P7,451.68,454.676,454.336,454.364,2.9960000000000004,0.02800000000000047,0.027999999999963165,2.995999999999981,0.009345794392511129,0.01851851851849415,2.656000000000006,0.3120000000000118,1.1720000000000255,2.968,0.40146976709365845,0.43500572443008423
manual_ground_truth_w0089_c48_i000,m3_improved_prediction_w0089_c48_i006,89,48,P8,445.652,448.84,448.136,448.544,3.1879999999999997,0.4079999999999999,0.4079999999999586,3.187999999999988,0.12797992471767883,0.22691879866516054,2.4840000000000373,0.29599999999999227,1.094000000000051,2.78,0.736427366733551,0.9484133720397949
manual_ground_truth_w0089_c48_i001,m3_improved_prediction_w0089_c48_i008,89,48,P8,451.68,454.676,454.308,454.428,2.9960000000000004,0.120000000000001,0.12000000000000455,2.995999999999981,0.04005340453938762,0.07702182284981032,2.627999999999986,0.24799999999999045,1.1899999999999977,2.8759999999999994,0.5078538060188293,0.6415787935256958
