manual_interval_id,predicted_interval_id,window_index,channel_index,channel,manual_start_seconds_in_recording,manual_end_seconds_in_recording,predicted_start_seconds_in_recording,predicted_end_seconds_in_recording,manual_duration_seconds,predicted_duration_seconds,overlap_seconds,union_seconds,interval_iou,interval_dice,start_error_seconds,end_error_seconds,center_error_seconds,duration_error_seconds,predicted_mean_probability,predicted_max_probability
manual_ground_truth_w0061_c01_i000,m3_improved_prediction_w0061_c01_i000,61,1,Fp1,306.504,314.944,305.496,315.0,8.440000000000001,9.504,8.439999999999998,9.504000000000019,0.888047138047136,0.9407044137316091,1.0080000000000382,0.055999999999983174,0.47600000000005593,1.0639999999999983,0.9579348564147949,0.9929829835891724
manual_ground_truth_w0061_c02_i000,m3_improved_prediction_w0061_c02_i000,61,2,Fp2,306.504,314.944,305.484,315.0,8.440000000000001,9.516,8.439999999999998,9.51600000000002,0.8869272803699012,0.9400757406994872,1.0200000000000387,0.055999999999983174,0.4820000000000846,1.0759999999999987,0.9596037864685059,0.9906228184700012
manual_ground_truth_w0061_c07_i000,m3_improved_prediction_w0061_c07_i000,61,7,Fz,306.504,314.944,305.528,314.956,8.440000000000001,9.427999999999999,8.439999999999998,9.427999999999997,0.8952057700466695,0.9447056189836576,0.9759999999999991,0.012000000000000455,0.48200000000002774,0.9879999999999978,0.8671995997428894,0.9733538627624512
manual_ground_truth_w0061_c10_i000,m3_improved_prediction_w0061_c10_i000,61,10,F3,306.504,314.944,305.524,315.0,8.440000000000001,9.475999999999999,8.439999999999998,9.475999999999999,0.8906711692697339,0.9421745925429781,0.9800000000000182,0.055999999999983174,0.46200000000004593,1.0359999999999978,0.9100754261016846,0.9821323156356812
manual_ground_truth_w0061_c11_i000,m3_improved_prediction_w0061_c11_i000,61,11,F4,306.504,314.944,305.524,315.0,8.440000000000001,9.475999999999999,8.439999999999998,9.475999999999999,0.8906711692697339,0.9421745925429781,0.9800000000000182,0.055999999999983174,0.46200000000004593,1.0359999999999978,0.9084622263908386,0.9769759774208069
manual_ground_truth_w0061_c14_i000,m3_improved_prediction_w0061_c14_i000,61,14,F7,306.504,314.944,305.504,314.98,8.440000000000001,9.476,8.439999999999998,9.475999999999999,0.8906711692697339,0.9421745925429779,1.0,0.036000000000001364,0.48200000000002774,1.0359999999999996,0.9589802622795105,0.9923837780952454
manual_ground_truth_w0061_c15_i000,m3_improved_prediction_w0061_c15_i001,61,15,F8,306.504,314.944,307.368,313.284,8.440000000000001,5.916,5.915999999999997,8.439999999999998,0.700947867298578,0.8241850097520195,0.8639999999999759,1.660000000000025,0.39800000000002456,2.524000000000001,0.9501914978027344,0.9923353791236877
manual_ground_truth_w0061_c25_i000,m3_improved_prediction_w0061_c25_i007,61,25,Cz,306.504,314.944,306.568,307.012,8.440000000000001,0.44399999999999995,0.4440000000000168,8.439999999999998,0.052606635071092055,0.09995497523638379,0.06399999999996453,7.932000000000016,3.9340000000000828,7.996000000000001,0.6702328324317932,0.9647585153579712
manual_ground_truth_w0061_c28_i000,m3_improved_prediction_w0061_c28_i007,61,28,C3,306.504,314.944,307.944,309.648,8.440000000000001,1.7039999999999997,1.7040000000000077,8.439999999999998,0.20189573459715737,0.33596214511041156,1.4399999999999977,5.295999999999992,1.9279999999999973,6.7360000000000015,0.6152645945549011,0.8091967701911926
manual_ground_truth_w0061_c29_i000,m3_improved_prediction_w0061_c29_i011,61,29,C4,306.504,314.944,310.232,311.004,8.440000000000001,0.7719999999999994,0.7719999999999914,8.439999999999998,0.09146919431279521,0.16760746851932076,3.7280000000000086,3.9399999999999977,0.10599999999999454,7.668000000000002,0.6845625638961792,0.8577706813812256
manual_ground_truth_w0061_c32_i000,m3_improved_prediction_w0061_c32_i001,61,32,T7,306.504,314.944,307.376,314.884,8.440000000000001,7.508000000000001,7.508000000000038,8.439999999999998,0.8895734597156446,0.9415600702282464,0.8719999999999573,0.060000000000002274,0.40599999999994907,0.9320000000000004,0.8914026618003845,0.9970032572746277
manual_ground_truth_w0061_c33_i000,m3_improved_prediction_w0061_c33_i002,61,33,T8,306.504,314.944,306.444,311.348,8.440000000000001,4.904,4.843999999999994,8.5,0.5698823529411757,0.7260191846522772,0.060000000000002274,3.5960000000000036,1.8280000000000314,3.5360000000000014,0.8716433644294739,0.9817657470703125
manual_ground_truth_w0061_c47_i000,m3_improved_prediction_w0061_c47_i002,61,47,P7,306.504,314.944,313.284,313.964,8.440000000000001,0.6799999999999997,0.6800000000000068,8.439999999999998,0.08056872037914775,0.14912280701754535,6.779999999999973,0.9800000000000182,2.8999999999999773,7.760000000000002,0.7227044701576233,0.956167995929718
manual_ground_truth_w0061_c48_i000,m3_improved_prediction_w0061_c48_i002,61,48,P8,306.504,314.944,313.584,314.08,8.440000000000001,0.49600000000000044,0.4959999999999809,8.439999999999998,0.058767772511846096,0.11101163831691603,7.079999999999984,0.8640000000000327,3.1079999999999472,7.944000000000001,0.6851161122322083,0.9305883049964905
manual_ground_truth_w0062_c01_i000,m3_improved_prediction_w0062_c01_i000,62,1,Fp1,310.0,314.944,310.0,315.656,4.944,5.656,4.944000000000017,5.656000000000006,0.8741159830268762,0.9328301886792485,0.0,0.7119999999999891,0.35599999999999454,0.7119999999999997,0.9502965807914734,0.987069845199585
manual_ground_truth_w0062_c02_i000,m3_improved_prediction_w0062_c02_i000,62,2,Fp2,310.0,314.944,310.0,315.668,4.944,5.668,4.944000000000017,5.668000000000006,0.8722653493295714,0.9317753486618954,0.0,0.7239999999999895,0.3620000000000232,0.7240000000000002,0.9487807750701904,0.9844977259635925
manual_ground_truth_w0062_c07_i000,m3_improved_prediction_w0062_c07_i000,62,7,Fz,310.0,314.944,310.024,315.608,4.944,5.584,4.920000000000016,5.608000000000004,0.8773181169757511,0.9346504559270548,0.02400000000000091,0.6639999999999873,0.34400000000005093,0.6399999999999997,0.8573035001754761,0.9775545597076416
manual_ground_truth_w0062_c10_i000,m3_improved_prediction_w0062_c10_i000,62,10,F3,310.0,314.944,310.02,315.616,4.944,5.596,4.924000000000035,5.6159999999999854,0.8767806267806353,0.93434535104365,0.01999999999998181,0.6719999999999686,0.34600000000000364,0.6520000000000001,0.8804713487625122,0.9752437472343445
manual_ground_truth_w0062_c11_i000,m3_improved_prediction_w0062_c11_i000,62,11,F4,310.0,314.944,310.024,315.608,4.944,5.584,4.920000000000016,5.608000000000004,0.8773181169757511,0.9346504559270548,0.02400000000000091,0.6639999999999873,0.34400000000005093,0.6399999999999997,0.8621004223823547,0.9614877104759216
manual_ground_truth_w0062_c14_i000,m3_improved_prediction_w0062_c14_i000,62,14,F7,310.0,314.944,310.012,315.672,4.944,5.66,4.932000000000016,5.6720000000000255,0.8695345557122698,0.9302150132025683,0.012000000000000455,0.7280000000000086,0.37000000000000455,0.7160000000000002,0.9571550488471985,0.9931935667991638
manual_ground_truth_w0062_c15_i000,m3_improved_prediction_w0062_c15_i000,62,15,F8,310.0,314.944,310.064,315.66,4.944,5.596,4.8799999999999955,5.660000000000025,0.8621908127208434,0.9259962049335856,0.06400000000002137,0.7160000000000082,0.3900000000000432,0.6520000000000001,0.9497577548027039,0.9931027889251709
manual_ground_truth_w0062_c25_i000,m3_improved_prediction_w0062_c25_i006,62,25,Cz,310.0,314.944,312.792,313.132,4.944,0.3400000000000003,0.34000000000003183,4.944000000000017,0.06877022653722303,0.12869038607117025,2.791999999999973,1.8120000000000118,0.4900000000000091,4.603999999999999,0.6462703943252563,0.8571801781654358
manual_ground_truth_w0062_c28_i000,m3_improved_prediction_w0062_c28_i000,62,28,C3,310.0,314.944,310.08,310.588,4.944,0.508,0.5080000000000382,4.944000000000017,0.10275080906149604,0.18635363169480493,0.07999999999998408,4.3559999999999945,2.137999999999977,4.436,0.5109950304031372,0.661513090133667
manual_ground_truth_w0062_c29_i000,m3_improved_prediction_w0062_c29_i006,62,29,C4,310.0,314.944,312.212,313.408,4.944,1.1959999999999997,1.1960000000000264,4.944000000000017,0.24190938511327312,0.389576547231279,2.211999999999989,1.5360000000000014,0.3380000000000223,3.748,0.6281757354736328,0.8394535183906555
