sample_in_window,time_seconds_in_window,absolute_time_seconds_in_recording,Fpz,Fp1,Fp2,AF3,AF4,AF7,AF8,Fz,F1,F2,F3,F4,F5,F6,F7,F8,FCz,FC1,FC2,FC3,FC4,FC5,FC6,FT7,FT8,Cz,C1,C2,C3,C4,C5,C6,T7,T8,CP1,CP2,CP3,CP4,CP5,CP6,TP7,TP8,Pz,P3,P4,P5,P6,P7,P8,POz,PO3,PO4,PO5,PO6,PO7,PO8,Oz,O1,O2
1311,5.244,311.244,-17382.69,-29665.748,-19166.297,-9205.761,-22235.182,-20516.967,-18164.38,6702.385,-13090.159,3549.3174,-943.146,-26342.812,-16619.791,-11947.689,-23747.451,-17996.768,551.83636,-6284.946,-7949.0435,-1277.6191,-19902.889,9217.322,-30078.39,1681.5289,-32889.47,-15641.175,-153.18802,9318.792,-1017.5569,-20740.951,7265.352,-6469.0938,-3129.6235,-25443.87,2908.9326,-5092.1167,-976.2175,-3199.5247,-5222.8994,2324.92,-29323.008,-34438.566,-24645.645,-6939.6113,-1603.0729,-29372.613,-1585.0338,-29946.104,-36122.207,-32760.19,-33804.195,-36234.953,-33688.445,-29553.004,-29619.146,-32676.758,-32138.594,-30198.65,-33904.16
1312,5.248,311.248,-17383.441,-29670.258,-19164.793,-9206.513,-22233.68,-20518.47,-18161.375,6703.136,-13090.159,3550.0688,-945.4009,-26342.812,-16620.543,-11946.186,-23749.707,-17996.016,551.83636,-6284.946,-7949.0435,-1277.6191,-19902.139,9217.322,-30077.639,1681.5289,-32885.71,-15641.927,-153.18802,9318.792,-1017.5569,-20740.2,7265.352,-6465.3354,-3130.375,-25423.576,2908.1812,-5091.3647,-977.72076,-3199.5247,-5223.651,2326.4233,-29324.51,-34440.07,-24647.898,-6941.866,-1605.3278,-29377.875,-1585.7855,-29951.365,-36125.965,-32764.7,-33807.203,-36240.21,-33695.96,-29555.26,-29624.408,-32682.02,-32148.365,-30203.16,-33907.168
1313,5.252,311.252,-17382.69,-29664.244,-19165.545,-9208.016,-22235.182,-20516.967,-18162.125,6702.385,-13090.159,3549.3174,-944.64923,-26338.303,-16619.791,-11946.9375,-23746.701,-17995.266,551.0847,-6284.946,-7949.7954,-1276.116,-19902.889,9218.825,-30076.887,1683.7838,-32886.46,-15641.927,-151.68477,9318.04,-1016.05365,-20740.951,7266.855,-6468.3423,-3128.8718,-25449.883,2909.6843,-5092.1167,-975.4659,-3201.0278,-5221.396,2324.1685,-29323.008,-34438.566,-24648.65,-6941.1143,-1606.0793,-29374.117,-1588.0404,-29951.365,-36125.215,-32766.201,-33805.7,-36242.47,-33695.96,-29559.018,-29624.408,-32686.53,-32148.365,-30206.166,-33909.42
1314,5.256,311.256,-17384.193,-29661.99,-19161.035,-9207.264,-22235.182,-20513.96,-18164.38,6700.8813,-13088.656,3547.814,-943.146,-26333.793,-16619.04,-11946.9375,-23742.191,-17993.762,550.33307,-6284.946,-7949.7954,-1275.3643,-19902.889,9218.825,-30076.135,1683.0321,-32884.207,-15640.424,-152.43639,9318.04,-1016.05365,-20739.447,7267.607,-6468.3423,-3129.6235,-25443.117,2908.9326,-5092.868,-976.2175,-3201.0278,-5221.396,2323.4167,-29320.0,-34440.07,-24649.402,-6941.866,-1607.5826,-29371.863,-1588.792,-29952.117,-36125.215,-32769.207,-33807.203,-36244.723,-33692.957,-29560.52,-29626.664,-32689.535,-32150.621,-30209.174,-33916.94
1315,5.26,311.26,-17386.45,-29664.996,-19167.8,-9208.768,-22239.691,-20514.713,-18174.152,6699.378,-13090.159,3546.3108,-945.4009,-26341.31,-16619.791,-11947.689,-23742.941,-17997.52,548.0782,-6286.4487,-7952.0503,-1275.3643,-19905.896,9218.074,-30079.143,1684.5354,-32890.973,-15642.679,-152.43639,9316.537,-1016.80524,-20743.207,7268.3584,-6471.3486,-3127.3687,-25443.87,2910.436,-5092.868,-975.4659,-3201.0278,-5219.893,2323.4167,-29317.746,-34443.08,-24647.898,-6940.363,-1606.8309,-29371.863,-1588.792,-29947.607,-36126.72,-32764.7,-33803.445,-36245.473,-33692.957,-29559.77,-29622.906,-32685.777,-32145.36,-30202.408,-33910.926
1316,5.264,311.264,-17384.945,-29672.512,-19166.297,-9207.264,-22238.19,-20513.209,-18165.133,6700.13,-13090.911,3547.0625,-946.1525,-26342.812,-16617.535,-11948.44,-23745.197,-17995.266,548.82983,-6286.4487,-7951.2983,-1275.3643,-19905.145,9220.329,-30080.645,1685.287,-32885.71,-15644.182,-153.18802,9318.04,-1016.80524,-20743.957,7268.3584,-6470.597,-3128.12,-25441.615,2909.6843,-5093.6196,-976.2175,-3204.0344,-5222.148,2322.665,-29322.256,-34443.83,-24648.65,-6940.363,-1608.3342,-29374.87,-1589.5436,-29947.607,-36128.22,-32764.7,-33801.94,-36246.977,-33697.465,-29562.023,-29623.656,-32691.04,-32149.117,-30201.656,-33914.684
1317,5.268,311.268,-17384.945,-29677.021,-19170.055,-9208.768,-22241.195,-20514.713,-18168.139,6698.6265,-13090.911,3545.559,-945.4009,-26349.578,-16619.04,-11952.95,-23749.707,-17999.775,549.5815,-6286.4487,-7952.802,-1277.6191,-19908.15,9219.577,-30082.148,1685.287,-32885.71,-15645.685,-153.93964,9316.537,-1016.05365,-20746.213,7268.3584,-6472.852,-3128.12,-25441.615,2909.6843,-5093.6196,-975.4659,-3204.786,-5222.148,2323.4167,-29323.008,-34443.08,-24648.65,-6940.363,-1608.3342,-29375.621,-1587.2887,-29950.613,-36123.71,-32761.691,-33801.188,-36240.965,-33699.72,-29561.271,-29622.154,-32691.791,-32149.117,-30200.154,-33910.926
1318,5.272,311.272,-17390.207,-29677.021,-19173.06,-9211.773,-22244.201,-20515.465,-18180.916,6695.62,-13092.414,3543.3042,-947.65576,-26344.316,-16621.295,-11945.435,-23748.955,-18013.305,547.3266,-6287.952,-7953.553,-1277.6191,-19905.896,9217.322,-30079.143,1683.0321,-32899.992,-15647.188,-153.93964,9315.785,-1018.30853,-20746.213,7266.855,-6472.1,-3130.375,-25449.13,2908.9326,-5092.1167,-975.4659,-3205.5376,-5219.893,2320.4102,-29323.758,-34446.082,-24647.898,-6939.6113,-1606.8309,-29371.863,-1589.5436,-29949.861,-36129.723,-32763.195,-33800.438,-36238.71,-33698.97,-29561.271,-29619.898,-32690.287,-32144.607,-30197.898,-33911.68
1319,5.276,311.276,-17382.69,-29661.99,-19163.291,-9208.768,-22238.94,-20511.705,-18164.38,6697.875,-13088.656,3544.8076,-944.64923,-26341.31,-16619.791,-11952.199,-23745.197,-18004.285,548.0782,-6287.2007,-7953.553,-1276.8676,-19904.393,9217.322,-30089.664,1682.2805,-32881.953,-15643.43,-152.43639,9317.288,-1017.5569,-20742.455,7264.6,-6467.5903,-3129.6235,-25431.844,2908.1812,-5091.3647,-978.4724,-3201.0278,-5222.148,2327.9265,-29326.014,-34431.805,-24649.402,-6942.6177,-1604.576,-29374.87,-1585.7855,-29955.875,-36123.71,-32772.215,-33808.707,-36240.965,-33700.473,-29560.52,-29632.676,-32688.783,-32155.13,-30212.932,-33917.69
1320,5.28,311.28,-17381.94,-29660.486,-19164.041,-9208.768,-22239.691,-20511.705,-18164.38,6697.123,-13088.656,3543.3042,-943.146,-26343.564,-16619.04,-11954.454,-23745.95,-17999.775,548.82983,-6287.2007,-7952.802,-1273.8611,-19903.64,9219.577,-30086.658,1683.7838,-32884.207,-15643.43,-152.43639,9316.537,-1016.80524,-20745.46,7266.1035,-6469.845,-3129.6235,-25446.877,2908.1812,-5091.3647,-977.72076,-3202.531,-5221.396,2327.9265,-29323.008,-34431.805,-24649.402,-6941.1143,-1605.3278,-29372.613,-1587.2887,-29952.117,-36130.477,-32768.457,-33805.7,-36239.46,-33697.465,-29561.271,-29623.656,-32687.281,-32143.104,-30203.912,-33914.684
1321,5.284,311.284,-17379.684,-29661.99,-19165.545,-9205.761,-22229.92,-20508.7,-18160.623,6700.8813,-13086.401,3544.8076,-940.8911,-26348.074,-16616.033,-11957.46,-23745.197,-17999.023,551.0847,-6283.4424,-7952.802,-1273.8611,-19902.139,9221.832,-30086.658,1684.5354,-32889.47,-15643.43,-150.93314,9317.288,-1014.5504,-20744.709,7267.607,-6469.0938,-3130.375,-25443.87,2908.1812,-5092.868,-976.2175,-3203.2827,-5222.148,2324.92,-29325.262,-34447.586,-24650.154,-6940.363,-1605.3278,-29377.123,-1587.2887,-29955.123,-36130.477,-32769.96,-33806.45,-36240.965,-33702.727,-29559.77,-29628.166,-32686.53,-32148.365,-30208.422,-33914.684
1322,5.288,311.288,-17384.193,-29668.754,-19171.559,-9207.264,-22242.7,-20511.705,-18174.152,6700.13,-13087.904,3545.559,-942.39435,-26347.322,-16619.04,-11959.715,-23743.693,-18005.035,550.33307,-6284.946,-7952.0503,-1274.6127,-19903.64,9221.08,-30088.912,1686.0386,-32887.215,-15644.182,-150.18152,9318.04,-1014.5504,-20745.46,7268.3584,-6469.0938,-3129.6235,-25443.87,2908.9326,-5092.868,-975.4659,-3204.0344,-5221.396,2324.1685,-29324.51,-34443.08,-24649.402,-6941.866,-1606.0793,-29379.379,-1588.0404,-29955.123,-36130.477,-32766.953,-33805.7,-36240.21,-33706.484,-29559.018,-29627.416,-32688.033,-32147.613,-30207.67,-33916.188
1323,5.292,311.292,-17382.69,-29664.996,-19169.303,-9205.009,-22240.443,-20511.705,-18171.896,6700.8813,-13087.153,3545.559,-940.1395,-26345.068,-16617.535,-11952.199,-23741.44,-18004.285,551.83636,-6284.194,-7951.2983,-1272.3578,-19899.13,9220.329,-30088.162,1686.0386,-32890.22,-15641.927,-150.93314,9318.04,-1014.5504,-20743.957,7268.3584,-6471.3486,-3127.3687,-25446.125,2909.6843,-5092.1167,-975.4659,-3203.2827,-5221.396,2322.665,-29323.008,-34446.836,-24648.65,-6940.363,-1605.3278,-29376.373,-1586.5371,-29952.117,-36128.22,-32764.7,-33804.195,-36237.207,-33699.72,-29557.514,-29624.408,-32685.777,-32142.354,-30205.414,-33913.18
1324,5.296,311.296,-17384.945,-29663.492,-19167.049,-9205.761,-22241.947,-20512.457,-18165.883,6699.378,-13086.401,3544.8076,-943.146,-26342.062,-16617.535,-11957.46,-23742.941,-18006.54,550.33307,-6285.6973,-7953.553,-1273.8611,-19901.387,9219.577,-30092.672,1683.0321,-32900.742,-15641.927,-150.93314,9317.288,-1017.5569,-20744.709,7266.1035,-6475.107,-3128.8718,-25446.877,2908.9326,-5094.3716,-975.4659,-3203.2827,-5222.148,2321.1619,-29321.504,-34448.34,-24649.402,-6941.866,-1606.0793,-29374.117,-1587.2887,-29951.365,-36128.973,-32766.953,-33805.7,-36235.703,-33698.215,-29559.77,-29625.912,-32685.777,-32145.36,-30206.166,-33919.195
1325,5.3,311.3,-17384.193,-29662.742,-19164.793,-9205.761,-22238.94,-20510.955,-18164.38,6700.8813,-13086.401,3546.3108,-943.146,-26342.062,-16616.785,-11950.695,-23742.941,-18007.291,551.0847,-6284.946,-7952.0503,-1274.6127,-19898.379,9218.825,-30078.39,1679.274,-32899.992,-15639.672,-150.18152,9318.04,-1015.302,-20740.2,7266.855,-6470.597,-3129.6235,-25444.621,2909.6843,-5090.6133,-976.9691,-3201.0278,-5222.148,2322.665,-29320.752,-34443.08,-24648.65,-6941.866,-1604.576,-29374.87,-1585.7855,-29953.621,-36126.72,-32766.953,-33805.7,-36234.953,-33699.72,-29559.018,-29627.416,-32686.53,-32149.87,-30209.174,-33919.195
1326,5.304,311.304,-17385.697,-29672.512,-19171.559,-9208.016,-22239.691,-20510.955,-18170.393,6700.13,-13088.656,3544.8076,-943.146,-26345.82,-16615.281,-11953.702,-23744.445,-18003.533,551.0847,-6285.6973,-7952.0503,-1275.3643,-19901.387,9219.577,-30086.658,1674.0126,-32885.71,-15641.927,-150.18152,9317.288,-1015.302,-20742.455,7267.607,-6471.3486,-3128.12,-25444.621,2909.6843,-5089.862,-976.2175,-3202.531,-5222.148,2323.4167,-29322.256,-34449.844,-24647.898,-6941.1143,-1605.3278,-29374.87,-1585.7855,-29955.875,-36129.723,-32763.195,-33804.95,-36233.45,-33703.477,-29557.514,-29623.656,-32687.281,-32148.365,-30206.918,-33918.44
1327,5.308,311.308,-17387.951,-29674.768,-19176.82,-9210.2705,-22244.953,-20516.967,-18172.648,6697.123,-13091.663,3541.801,-946.1525,-26345.068,-16620.543,-11955.957,-23750.459,-18002.781,548.0782,-6287.2007,-7954.305,-1279.1224,-19902.889,9217.322,-30087.41,1679.274,-32882.703,-15644.182,-153.18802,9316.537,-1017.5569,-20741.703,7263.8486,-6470.597,-3132.63,-25443.117,2908.9326,-5090.6133,-976.9691,-3202.531,-5224.403,2324.1685,-29329.02,-34446.082,-24648.65,-6942.6177,-1604.576,-29379.379,-1585.7855,-29957.379,-36129.723,-32764.7,-33803.445,-36234.2,-33706.484,-29556.762,-29625.912,-32687.281,-32145.36,-30208.422,-33916.94
1328,5.312,311.312,-17390.207,-29673.264,-19177.57,-9211.022,-22244.953,-20517.719,-18172.648,6696.3716,-13092.414,3541.0493,-946.1525,-26347.322,-16622.045,-11957.46,-23751.96,-18004.285,548.0782,-6287.2007,-7955.0566,-1276.8676,-19902.889,9218.074,-30091.92,1682.2805,-32885.71,-15643.43,-151.68477,9317.288,-1016.80524,-20740.2,7265.352,-6471.3486,-3130.375,-25441.615,2907.4294,-5090.6133,-976.9691,-3200.2761,-5223.651,2324.92,-29325.262,-34443.83,-24649.402,-6942.6177,-1603.8245,-29380.13,-1585.7855,-29957.379,-36131.227,-32766.953,-33804.95,-36234.953,-33703.477,-29557.514,-29628.918,-32688.033,-32149.117,-30209.174,-33919.195
1329,5.316,311.316,-17388.703,-29664.996,-19170.807,-9207.264,-22244.201,-20510.955,-18169.643,6697.123,-13090.159,3541.0493,-944.64923,-26338.303,-16617.535,-11955.957,-23745.95,-18002.781,548.0782,-6284.946,-7953.553,-1276.116,-19901.387,9218.074,-30088.162,1685.287,-32887.215,-15641.927,-152.43639,9318.04,-1016.05365,-20737.193,7266.855,-6469.845,-3129.6235,-25441.615,2907.4294,-5089.862,-975.4659,-3200.2761,-5219.893,2324.92,-29321.504,-34441.574,-24650.154,-6942.6177,-1605.3278,-29374.117,-1585.0338,-29952.87,-36128.973,-32765.45,-33804.195,-36234.2,-33698.215,-29558.266,-29625.16,-32685.777,-32149.117,-30208.422,-33917.69
1330,5.32,311.32,-17384.945,-29661.99,-19164.041,-9205.761,-22240.443,-20509.451,-18166.635,6699.378,-13087.904,3543.3042,-942.39435,-26338.303,-16615.281,-11952.95,-23741.44,-17999.775,549.5815,-6283.4424,-7952.0503,-1274.6127,-19897.629,9220.329,-30085.906,1686.0386,-32887.965,-15640.424,-151.68477,9318.792,-1015.302,-20736.441,7267.607,-6466.839,-3127.3687,-25441.615,2908.1812,-5092.1167,-975.4659,-3198.773,-5221.396,2326.4233,-29321.504,-34442.324,-24651.656,-6944.121,-1606.8309,-29375.621,-1585.0338,-29952.117,-36130.477,-32769.96,-33808.707,-36233.45,-33703.477,-29561.271,-29631.174,-32687.281,-32149.87,-30212.18,-33920.7
1331,5.324,311.324,-17385.697,-29666.5,-19166.297,-9208.016,-22241.195,-20512.457,-18165.133,6699.378,-13087.904,3544.8076,-943.146,-26345.068,-16614.53,-11952.95,-23744.445,-17999.023,550.33307,-6284.194,-7951.2983,-1275.3643,-19899.883,9221.08,-30086.658,1686.7903,-32891.723,-15643.43,-153.18802,9318.792,-1016.80524,-20739.447,7268.3584,-6466.839,-3126.617,-25443.87,2907.4294,-5093.6196,-976.2175,-3200.2761,-5223.651,2326.4233,-29323.758,-34443.08,-24653.16,-6944.8726,-1606.8309,-29379.379,-1587.2887,-29954.371,-36133.48,-32771.465,-33810.207,-36234.953,-33711.746,-29562.775,-29631.174,-32691.04,-32151.373,-30212.932,-33922.2
1332,5.328,311.328,-17387.951,-29671.01,-19172.31,-9211.022,-22243.45,-20515.465,-18172.648,6698.6265,-13090.159,3544.056,-945.4009,-26342.812,-16615.281,-11945.435,-23747.451,-18006.54,548.0782,-6285.6973,-7952.0503,-1275.3643,-19900.635,9221.08,-30087.41,1685.287,-32892.473,-15644.182,-151.68477,9318.04,-1016.80524,-20739.447,7268.3584,-6468.3423,-3128.12,-25441.615,2907.4294,-5092.1167,-974.71423,-3200.2761,-5222.148,2327.9265,-29326.014,-34440.824,-24651.656,-6942.6177,-1605.3278,-29380.13,-1585.0338,-29955.123,-36131.227,-32768.457,-33807.953,-36231.945,-33712.496,-29561.271,-29628.166,-32690.287,-32149.87,-30209.924,-33919.195
1333,5.332,311.332,-17382.69,-29666.5,-19166.297,-9206.513,-22241.947,-20510.203,-18161.375,6698.6265,-13087.153,3545.559,-942.39435,-26342.062,-16613.777,-11954.454,-23742.191,-17998.271,548.82983,-6285.6973,-7951.2983,-1274.6127,-19900.635,9221.832,-30083.652,1686.7903,-32888.715,-15644.182,-152.43639,9318.792,-1016.05365,-20736.441,7269.11,-6465.3354,-3128.12,-25435.602,2908.1812,-5091.3647,-974.71423,-3198.0212,-5222.148,2330.1814,-29325.262,-34431.05,-24651.656,-6943.369,-1603.0729,-29378.627,-1582.0273,-29955.123,-36125.965,-32770.71,-33808.707,-36231.945,-33711.746,-29559.77,-29629.67,-32691.04,-32153.627,-30213.684,-33919.195
1334,5.336,311.336,-17387.951,-29668.002,-19170.055,-9208.768,-22244.201,-20514.713,-18167.387,6697.123,-13087.904,3543.3042,-944.64923,-26339.055,-16615.281,-11955.957,-23742.941,-18002.781,548.0782,-6284.946,-7953.553,-1274.6127,-19902.889,9218.825,-30085.154,1684.5354,-32893.227,-15643.43,-153.18802,9315.785,-1016.05365,-20737.945,7268.3584,-6469.0938,-3128.12,-25443.117,2908.9326,-5092.1167,-974.71423,-3201.0278,-5221.396,2327.1748,-29321.504,-34438.566,-24651.656,-6942.6177,-1606.0793,-29377.123,-1585.7855,-29953.621,-36129.723,-32769.207,-33807.203,-36233.45,-33704.98,-29561.271,-29627.416,-32691.791,-32153.627,-30209.924,-33919.195
1335,5.34,311.34,-17383.441,-29664.996,-19164.041,-9207.264,-22238.94,-20510.955,-18160.623,6700.13,-13084.898,3547.0625,-941.64276,-26336.049,-16614.53,-11949.192,-23744.445,-17994.514,550.33307,-6283.4424,-7950.547,-1272.3578,-19897.629,9221.08,-30080.645,1685.287,-32888.715,-15641.927,-151.68477,9318.04,-1015.302,-20735.69,7269.11,-6466.839,-3128.12,-25437.857,2908.1812,-5091.3647,-973.96265,-3200.2761,-5219.893,2327.9265,-29319.248,-34437.062,-24651.656,-6941.1143,-1606.8309,-29377.875,-1585.0338,-29952.87,-36129.723,-32767.705,-33804.195,-36234.2,-33701.223,-29563.527,-29622.906,-32691.791,-32151.373,-30204.664,-33918.44
1336,5.344,311.344,-17384.945,-29674.016,-19169.303,-9207.264,-22238.19,-20511.705,-18161.375,6701.633,-13087.153,3547.814,-943.146,-26339.055,-16616.785,-11946.186,-23747.451,-17995.266,551.0847,-6284.194,-7949.7954,-1273.8611,-19896.125,9220.329,-30078.39,1682.2805,-32890.22,-15642.679,-152.43639,9318.04,-1016.05365,-20734.938,7266.855,-6463.081,-3129.6235,-25416.81,2907.4294,-5089.862,-974.71423,-3199.5247,-5222.148,2328.6782,-29321.504,-34439.32,-24653.16,-6942.6177,-1606.0793,-29380.883,-1584.2822,-29953.621,-36128.22,-32767.705,-33803.445,-36234.953,-33704.23,-29562.023,-29623.656,-32691.04,-32151.373,-30205.414,-33919.195
1337,5.348,311.348,-17378.182,-29666.5,-19167.8,-9203.506,-22226.914,-20507.947,-18159.12,6705.391,-13084.146,3550.8206,-940.1395,-26337.553,-16613.777,-11942.428,-23747.451,-17990.004,554.0912,-6281.939,-7947.5405,-1273.8611,-19894.621,9221.832,-30085.906,1685.287,-32880.45,-15641.927,-150.93314,9320.295,-1014.5504,-20736.441,7266.855,-6463.8325,-3130.375,-25437.105,2905.9263,-5092.1167,-976.2175,-3201.0278,-5225.1543,2331.6846,-29329.771,-34432.555,-24656.918,-6947.1274,-1606.8309,-29390.652,-1583.5306,-29964.143,-36124.46,-32772.965,-33807.953,-36236.453,-33714.754,-29563.527,-29637.186,-32692.543,-32158.889,-30215.938,-33925.207
1338,5.352,311.352,-17378.932,-29660.486,-19161.035,-9202.003,-22232.928,-20510.203,-18157.615,6706.1426,-13083.395,3554.5786,-939.3879,-26330.787,-16613.025,-11937.918,-23744.445,-17988.5,555.5945,-6279.684,-7943.782,-1272.3578,-19892.367,9221.832,-30075.383,1684.5354,-32881.2,-15640.424,-150.93314,9321.798,-1013.79877,-20734.938,7266.855,-6461.5776,-3130.375,-25431.844,2906.6777,-5092.1167,-975.4659,-3198.773,-5224.403,2331.6846,-29327.518,-34431.805,-24653.16,-6945.624,-1605.3278,-29386.143,-1582.0273,-29962.64,-36126.72,-32770.71,-33807.953,-36234.953,-33710.242,-29562.023,-29636.436,-32690.287,-32155.13,-30213.684,-33923.703
1339,5.356,311.356,-17381.94,-29657.48,-19159.531,-9204.258,-22235.934,-20510.203,-18157.615,6704.6396,-13084.898,3551.5723,-939.3879,-26326.277,-16614.53,-11940.173,-23745.95,-17992.258,553.3396,-6281.939,-7946.7886,-1273.1094,-19890.863,9219.577,-30076.887,1683.0321,-32884.207,-15638.92,-150.93314,9320.295,-1016.05365,-20735.69,7263.8486,-6463.8325,-3132.63,-25433.348,2906.6777,-5091.3647,-978.4724,-3198.773,-5225.906,2330.9329,-29329.02,-34434.81,-24653.16,-6947.1274,-1605.3278,-29386.143,-1582.0273,-29962.64,-36128.22,-32773.72,-33810.96,-36235.703,-33707.234,-29562.775,-29641.695,-32690.287,-32159.64,-30216.69,-33923.703
1340,5.36,311.36,-17381.188,-29658.982,-19161.035,-9205.761,-22235.934,-20512.457,-18157.615,6704.6396,-13084.898,3550.8206,-941.64276,-26331.54,-16616.033,-11942.428,-23748.203,-17991.506,553.3396,-6281.939,-7947.5405,-1274.6127,-19893.87,9218.074,-30079.893,1681.5289,-32885.71,-15639.672,-152.43639,9319.543,-1018.30853,-20737.945,7262.345,-6464.584,-3134.1333,-25434.85,2907.4294,-5092.868,-979.224,-3199.5247,-5227.409,2329.4297,-29331.275,-34437.062,-24653.16,-6947.1274,-1605.3278,-29383.889,-1583.5306,-29958.13,-36125.965,-32769.96,-33807.203,-36234.2,-33700.473,-29560.52,-29637.186,-32686.53,-32152.875,-30211.428,-33918.44
1341,5.364,311.364,-17382.69,-29663.492,-19161.787,-9207.264,-22239.691,-20511.705,-18159.871,6703.8877,-13086.401,3550.8206,-943.146,-26337.553,-16616.785,-11943.931,-23750.459,-17999.775,553.3396,-6281.1875,-7947.5405,-1276.116,-19896.125,9218.074,-30081.396,1680.7772,-32888.715,-15641.175,-152.43639,9319.543,-1017.5569,-20740.2,7261.5938,-6466.839,-3134.1333,-25439.36,2905.1746,-5092.868,-979.224,-3201.7795,-5227.409,2328.6782,-29330.523,-34437.816,-24654.664,-6948.631,-1606.0793,-29386.895,-1585.0338,-29960.385,-36129.723,-32772.965,-33807.203,-36237.207,-33707.234,-29563.527,-29637.938,-32689.535,-32156.633,-30215.938,-33920.7
1342,5.368,311.368,-17387.2,-29674.768,-19167.049,-9211.022,-22242.7,-20516.215,-18162.125,6702.385,-13088.656,3548.5657,-943.146,-26339.807,-16620.543,-11947.689,-23754.217,-17997.52,552.58795,-6282.691,-7949.0435,-1278.3708,-19897.629,9217.322,-30082.148,1680.0256,-32885.71,-15641.175,-152.43639,9319.543,-1018.30853,-20741.703,7260.8423,-6467.5903,-3133.3816,-25437.105,2905.9263,-5093.6196,-979.97565,-3202.531,-5229.664,2327.9265,-29332.027,-34438.566,-24655.414,-6947.1274,-1607.5826,-29386.895,-1584.2822,-29959.633,-36132.73,-32770.71,-33802.69,-36237.957,-33705.734,-29563.527,-29634.18,-32692.543,-32154.379,-30211.428,-33920.7
1343,5.372,311.372,-17384.193,-29665.748,-19160.283,-9208.016,-22241.195,-20513.209,-18159.12,6704.6396,-13084.898,3551.5723,-941.64276,-26333.793,-16618.287,-11943.931,-23750.459,-17993.762,554.84283,-6282.691,-7947.5405,-1276.8676,-19894.621,9217.322,-30081.396,1678.5223,-32885.71,-15639.672,-150.93314,9320.295,-1018.30853,-20736.441,7260.8423,-6467.5903,-3134.8848,-25437.857,2906.6777,-5092.868,-979.97565,-3201.7795,-5228.1606,2327.9265,-29332.027,-34442.324,-24656.166,-6947.879,-1606.8309,-29382.385,-1583.5306,-29961.137,-36131.98,-32772.215,-33803.445,-36238.71,-33707.99,-29565.03,-29638.69,-32692.543,-32155.883,-30217.441,-33921.45
1344,5.376,311.376,-17384.945,-29664.996,-19161.035,-9207.264,-22240.443,-20512.457,-18162.877,6703.8877,-13084.898,3552.3237,-942.39435,-26328.533,-16619.04,-11946.186,-23751.21,-17998.271,553.3396,-6281.939,-7946.7886,-1276.116,-19892.367,9215.819,-30081.396,1677.7708,-32888.715,-15638.169,-150.18152,9318.792,-1018.30853,-20734.938,7259.339,-6469.0938,-3134.8848,-25440.863,2906.6777,-5093.6196,-980.72723,-3201.7795,-5228.9126,2324.92,-29331.275,-34444.582,-24657.67,-6949.3823,-1609.0858,-29381.633,-1588.0404,-29959.633,-36133.48,-32775.223,-33807.953,-36240.21,-33704.23,-29568.79,-29638.69,-32694.797,-32160.393,-30218.943,-33925.207
