dice,iou_jaccard_artifact,iou_clean,miou_binary_clean_artifact,precision,recall_sensitivity,f1_score,accuracy,specificity,balanced_accuracy,tp,fp,tn,fn,artifact_prevalence,predicted_artifact_fraction,mean_predicted_probability,mean_probability_true_artifact,mean_probability_true_clean,evaluated_channel_time_points,model_name,flow_pretraining,threshold,windows,channels,time_samples_per_window,sampling_frequency_hz,manual_intervals,predicted_intervals,strict_matched_intervals,strict_missed_manual_intervals,strict_false_predicted_intervals,hausdorff_boundary_seconds,hausdorff_boundary_milliseconds,matched_mean_interval_dice,matched_median_interval_dice,matched_mean_interval_iou,matched_median_interval_iou,matched_mean_start_error_seconds,matched_median_start_error_seconds,matched_mean_end_error_seconds,matched_median_end_error_seconds,matched_mean_center_error_seconds,matched_median_center_error_seconds,matched_mean_duration_error_seconds,matched_median_duration_error_seconds
0.4327728017163018,0.27613915977864595,0.9334908390003578,0.6048149993895019,0.356388377250686,0.5508322114305862,0.4327728017163018,0.9351365531723413,0.9532120316818408,0.7520221215562135,824847,1489614,30347930,672609,0.044921433928303584,0.06943035848207589,0.06792280077934265,0.4511962831020355,0.04989580065011978,33335000,M3 improved multi-dataset flow-init Split U-Net,FM2: PhysioMotion + BCI IV + EEGMMIDB,0.35,226,59,2500,250.0,1604,74454,1182,422,73272,306.504,306504.0,0.37933479905386924,0.32328248404197657,0.2708821306453304,0.1928067852964712,1.8783824027072815,1.038000000000011,1.5746260575296052,0.79200000000003,0.9942808798646395,0.6569999999999823,3.3869509306260577,2.784
