model,pretraining,buffer_seconds,threshold,strict_dice,strict_iou,strict_precision,strict_recall,strict_accuracy,tolerant_dice,tolerant_precision,tolerant_recall,strict_tp,strict_fp,strict_fn,strict_tn,tolerant_precision_tp,tolerant_precision_fp,tolerant_recall_tp,tolerant_recall_fn
M3_improved_multidataset_flowinit_splitunet,PhysioMotion_plus_BCI_IV_plus_EEGMMIDB_flow_matching,0.0,0.35,0.4327726881847931,0.2761390673338531,0.3563882232674375,0.5508322114305862,0.9351365231738413,0.4327726881847931,0.3563882232674375,0.5508322114305862,824847,1489615,672609,30347929,824847,1489615,824847,672609
M3_improved_multidataset_flowinit_splitunet,PhysioMotion_plus_BCI_IV_plus_EEGMMIDB_flow_matching,0.25,0.35,0.4327726881847931,0.2761390673338531,0.3563882232674375,0.5508322114305862,0.9351365231738413,0.5004030914445617,0.36866623863342757,0.778635899819427,824847,1489615,672609,30347929,853264,1461198,1165973,331483
M3_improved_multidataset_flowinit_splitunet,PhysioMotion_plus_BCI_IV_plus_EEGMMIDB_flow_matching,0.5,0.35,0.4327726881847931,0.2761390673338531,0.3563882232674375,0.5508322114305862,0.9351365231738413,0.521866876138052,0.3806832862237531,0.8295041724097403,824847,1489615,672609,30347929,881077,1433385,1242146,255310
M3_improved_multidataset_flowinit_splitunet,PhysioMotion_plus_BCI_IV_plus_EEGMMIDB_flow_matching,1.0,0.35,0.4327726881847931,0.2761390673338531,0.3563882232674375,0.5508322114305862,0.9351365231738413,0.5479640704299985,0.4016376159988801,0.8620186502975713,824847,1489615,672609,30347929,929575,1384887,1290835,206621
M3_improved_multidataset_flowinit_splitunet,PhysioMotion_plus_BCI_IV_plus_EEGMMIDB_flow_matching,2.0,0.35,0.4327726881847931,0.2761390673338531,0.3563882232674375,0.5508322114305862,0.9351365231738413,0.5812946292356017,0.4335932065421683,0.8816112126165977,824847,1489615,672609,30347929,1003535,1310927,1320174,177282
M3_improved_multidataset_flowinit_splitunet,PhysioMotion_plus_BCI_IV_plus_EEGMMIDB_flow_matching,3.0,0.35,0.4327726881847931,0.2761390673338531,0.3563882232674375,0.5508322114305862,0.9351365231738413,0.6012503245316162,0.4541297286367199,0.8893730433481852,824847,1489615,672609,30347929,1051066,1263396,1331797,165659
M3_improved_multidataset_flowinit_splitunet,PhysioMotion_plus_BCI_IV_plus_EEGMMIDB_flow_matching,5.0,0.35,0.4327726881847931,0.2761390673338531,0.3563882232674375,0.5508322114305862,0.9351365231738413,0.6329347606994495,0.4873231878509995,0.9026435501276833,824847,1489615,672609,30347929,1127891,1186571,1351669,145787
M3_improved_multidataset_flowinit_splitunet,PhysioMotion_plus_BCI_IV_plus_EEGMMIDB_flow_matching,10.0,0.35,0.4327726881847931,0.2761390673338531,0.3563882232674375,0.5508322114305862,0.9351365231738413,0.647227655881487,0.49919117272178154,0.920079788654892,824847,1489615,672609,30347929,1155359,1159103,1377779,119677
M3_improved_multidataset_flowinit_splitunet,PhysioMotion_plus_BCI_IV_plus_EEGMMIDB_flow_matching,15.0,0.35,0.4327726881847931,0.2761390673338531,0.3563882232674375,0.5508322114305862,0.9351365231738413,0.647227655881487,0.49919117272178154,0.920079788654892,824847,1489615,672609,30347929,1155359,1159103,1377779,119677
