epoch,train_loss,validation_loss,validation_dice,validation_iou,validation_f1,validation_precision,validation_recall_sensitivity,validation_specificity,test_loss,test_dice,test_iou,test_f1,test_precision,test_recall_sensitivity,test_specificity,test_accuracy
11,0.8185987782980464,0.8873429544191019,0.37996088985914667,0.23453809693897526,0.3799608898591467,0.3578795195295611,0.40494630785423585,0.9665397931054182,0.988902589916128,0.36284921810904713,0.22163457521606325,0.3628492181090472,0.32051584642157016,0.41806704170272785,0.9583139955770458,0.9340453277336134
12,0.8123359578707767,0.8848098910221324,0.36666953240081307,0.22449194432757769,0.3666695324008131,0.46171559384413,0.30407453402944135,0.9836744129077614,0.9817557392922123,0.34912892044520355,0.21148163825085353,0.3491289204452035,0.4693643482889597,0.2779320394054984,0.985221190428508,0.9534487475626219
13,0.809037594989829,0.8755381299226636,0.36215271599407695,0.22111506947601792,0.36215271599407695,0.4032365874966559,0.32866644421239366,0.9775999428529338,0.9705218250772595,0.34378311625013674,0.2075713148580956,0.34378311625013674,0.40244544723326425,0.30004687950764497,0.9790456512600344,0.9485440527973601
14,0.8025766723922507,0.9220645424275224,0.30511168996230115,0.18001875884996493,0.30511168996230115,0.33416905748651604,0.28070338180876586,0.9742429045713831,0.998505143465194,0.3146180035115448,0.18667459612542497,0.3146180035115448,0.36943016425741976,0.27396931863106494,0.9780053386027515,0.9463790310484476
15,0.7987796951192435,0.8985591027005079,0.33318460283647333,0.1998929235975767,0.33318460283647333,0.3660916461063025,0.30570551472336693,0.9756223727806262,0.9983974853448109,0.3307254865270177,0.19812528368322843,0.3307254865270177,0.3872851226596619,0.28858076631300017,0.9785261702347392,0.947532833358332
16,0.7972343552782435,0.8674863040522236,0.3896458811142011,0.24196285558843195,0.38964588111420106,0.396198110686615,0.38330684422260286,0.9730982740989921,0.9626350803712828,0.39592221050849125,0.2468223256392062,0.39592221050849125,0.40501718261063924,0.38722673654518064,0.9732446384683442,0.9469198740062997
17,0.7906823992458328,0.9175536100135397,0.2711743271464795,0.15685463919499273,0.2711743271464795,0.41775495184614964,0.20073945837754875,0.9871154739697008,1.0060553983249496,0.2681711411470687,0.15484852315296938,0.2681711411470687,0.4267463469737274,0.19551826564520092,0.9876468172293692,0.9520632668366582
18,0.7901604707232932,0.8564991578339202,0.41096299286770877,0.25862392821761077,0.4109629928677087,0.41795254488246425,0.4042033725905885,0.9740771435062354,0.9621542528667281,0.4327678173859971,0.2761351012229593,0.4327678173859971,0.40154529069774086,0.46925519013580363,0.9671057227278587,0.944741562921854
19,0.7898730273785567,0.8969661165393772,0.3252495127031208,0.19420774328484464,0.32524951270312075,0.3779318758628985,0.28545771904423944,0.9783619700257294,0.9885661617844506,0.32906463882976955,0.19693439164475574,0.32906463882976955,0.3846733935494478,0.28750293831671847,0.9783693114016584,0.9473346032698365
20,0.7841765042431839,0.8472649265745658,0.4088008770228279,0.2569137143929237,0.4088008770228279,0.4443241583105315,0.37853719872269836,0.9781987369487701,0.9490241445271315,0.42561109999408137,0.27033415949037837,0.4256110999940813,0.4504336958402186,0.4033814683035762,0.9768516692116703,0.9510905654717264
21,0.7813265041580757,0.8574165263751118,0.3936838692205686,0.24508492548695363,0.3936838692205686,0.4396121465734353,0.3564444941986107,0.9790751457071583,0.9602265748302493,0.38802803776308414,0.2407163690518673,0.38802803776308414,0.45571038669753283,0.33785032748875427,0.9810207093863773,0.9521285735713214
22,0.7785285520905706,0.8744361118920604,0.35424869840648543,0.215250444015132,0.35424869840648543,0.37709451008556366,0.3340129316909808,0.9745910492120108,0.9634920031623503,0.3496823545453667,0.21188790867532378,0.3496823545453667,0.37675185490519375,0.3262419730529645,0.9746160068125858,0.9454901154942252
23,0.779590702198565,0.8657833493893767,0.3730995621098909,0.2293315272529863,0.37309956210989087,0.4093769882661998,0.342728289268508,0.977228670243716,0.9598748847446611,0.3716193735024439,0.22821407197760077,0.3716193735024439,0.39395845879356195,0.35167777884625656,0.974554475684431,0.9465739613019349
24,0.7709600577391518,0.8578200463273211,0.39088115743809365,0.24291627634896434,0.3908811574380937,0.44750822317538586,0.3469753776116993,0.9802723680225777,0.9667117210616053,0.37702116512185163,0.232301960456655,0.37702116512185163,0.44552609248272823,0.3267755446570717,0.9808718913745357,0.9514889455527223
25,0.7713356593798416,0.8582225873833313,0.3756234635664763,0.23124162110294577,0.37562346356647636,0.4496565925742732,0.32252221068612086,0.9818212535098401,0.9533216367780635,0.38115665276648175,0.23544999175976467,0.38115665276648175,0.48286718586768157,0.31483930078746886,0.9841409249406926,0.9540749362531873
26,0.7710591600583606,0.8524914301815338,0.395736012458444,0.24667761386633572,0.395736012458444,0.4090474961001968,0.3832636046040837,0.9745007198468676,0.9670049083971344,0.38406577142419207,0.23767413588527406,0.38406577142419207,0.4055054630002183,0.36477933241444155,0.9748466464624281,0.9474415479226038
